Entity,Code,Year,Renewables (TWh growth - equivalent)
Argentina,ARG,1969,-0.45661402
Argentina,ARG,1970,0.81195116
Argentina,ARG,1971,-0.023690224
Argentina,ARG,1972,-0.07425022
Argentina,ARG,1973,4.3688
Argentina,ARG,1974,5.909095
Argentina,ARG,1975,0.601264
Argentina,ARG,1976,-0.5415449
Argentina,ARG,1977,2.2330008
Argentina,ARG,1978,5.8542633
Argentina,ARG,1979,8.704702
Argentina,ARG,1980,13.271917
Argentina,ARG,1981,-1.3869476
Argentina,ARG,1982,8.686398
Argentina,ARG,1983,2.5710983
Argentina,ARG,1984,4.187649
Argentina,ARG,1985,2.3084526
Argentina,ARG,1986,1.1278648
Argentina,ARG,1987,2.5513916
Argentina,ARG,1988,-19.619766
Argentina,ARG,1989,-6.180279
Argentina,ARG,1990,13.468937
Argentina,ARG,1991,-5.4588814
Argentina,ARG,1992,9.742489
Argentina,ARG,1993,13.503151
Argentina,ARG,1994,10.413399
Argentina,ARG,1995,-2.2514343
Argentina,ARG,1996,-11.562126
Argentina,ARG,1997,15.997818
Argentina,ARG,1998,-4.142227
Argentina,ARG,1999,-14.835129
Argentina,ARG,2000,21.62249
Argentina,ARG,2001,22.936852
Argentina,ARG,2002,-2.4300003
Argentina,ARG,2003,-5.2755203
Argentina,ARG,2004,-10.302902
Argentina,ARG,2005,10.345924
Argentina,ARG,2006,10.600906
Argentina,ARG,2007,-19.835518
Argentina,ARG,2008,-0.23060608
Argentina,ARG,2009,8.936043
Argentina,ARG,2010,2.614357
Argentina,ARG,2011,-3.8042908
Argentina,ARG,2012,-2.8467026
Argentina,ARG,2013,11.08316
Argentina,ARG,2014,0.54273224
Argentina,ARG,2015,0.52967834
Argentina,ARG,2016,-7.8706207
Argentina,ARG,2017,7.789505
Argentina,ARG,2018,3.4787674
Argentina,ARG,2019,-1.0783386
Argentina,ARG,2020,-3.73172
Argentina,ARG,2021,0.7309265
Asia,,1966,18.22525
Asia,,1967,-28.800537
Asia,,1968,45.942963
Asia,,1969,17.45169
Asia,,1970,11.878418
Asia,,1971,45.621277
Asia,,1972,18.26587
Asia,,1973,-38.617004
Asia,,1974,71.242065
Asia,,1975,45.258057
Asia,,1976,17.710266
Asia,,1977,-10.744812
Asia,,1978,34.331604
Asia,,1979,56.823425
Asia,,1980,55.541565
Asia,,1981,56.81958
Asia,,1982,19.669067
Asia,,1983,44.166565
Asia,,1984,6.7452393
Asia,,1985,161.73987
Asia,,1986,10.624878
Asia,,1987,37.94934
Asia,,1988,162.77307
Asia,,1989,33.378662
Asia,,1990,53.757812
Asia,,1991,15.891968
Asia,,1992,10.771851
Asia,,1993,148.77173
Asia,,1994,0.044921875
Asia,,1995,133.54248
Asia,,1996,-9.890991
Asia,,1997,5.6488037
Asia,,1998,101.4353
Asia,,1999,-31.664795
Asia,,2000,61.10681
Asia,,2001,126.68933
Asia,,2002,57.63452
Asia,,2003,69.7561
Asia,,2004,344.02856
Asia,,2005,91.048096
Asia,,2006,245.37744
Asia,,2007,144.02686
Asia,,2008,392.1372
Asia,,2009,-22.148438
Asia,,2010,530.47534
Asia,,2011,149.0503
Asia,,2012,544.3281
Asia,,2013,456.68018
Asia,,2014,546.25
Asia,,2015,387.47705
Asia,,2016,464.39893
Asia,,2017,595.3364
Asia,,2018,633.8574
Asia,,2019,732.8535
Asia,,2020,541.06836
Asia,,2021,854.501
Asia Pacific (BP),,1966,18.39209
Asia Pacific (BP),,1967,-28.548279
Asia Pacific (BP),,1968,45.91681
Asia Pacific (BP),,1969,17.577301
Asia Pacific (BP),,1970,19.828674
Asia Pacific (BP),,1971,55.372925
Asia Pacific (BP),,1972,16.82727
Asia Pacific (BP),,1973,-32.674805
Asia Pacific (BP),,1974,73.69647
Asia Pacific (BP),,1975,43.475952
Asia Pacific (BP),,1976,2.2041626
Asia Pacific (BP),,1977,-18.296997
Asia Pacific (BP),,1978,30.422424
Asia Pacific (BP),,1979,61.212097
Asia Pacific (BP),,1980,52.82074
Asia Pacific (BP),,1981,53.67517
Asia Pacific (BP),,1982,7.414551
Asia Pacific (BP),,1983,55.80426
Asia Pacific (BP),,1984,5.3554077
Asia Pacific (BP),,1985,64.23529
Asia Pacific (BP),,1986,27.007568
Asia Pacific (BP),,1987,-2.7088623
Asia Pacific (BP),,1988,108.878296
Asia Pacific (BP),,1989,84.61499
Asia Pacific (BP),,1990,20.067749
Asia Pacific (BP),,1991,34.93982
Asia Pacific (BP),,1992,-25.768066
Asia Pacific (BP),,1993,114.75098
Asia Pacific (BP),,1994,20.028442
Asia Pacific (BP),,1995,134.64343
Asia Pacific (BP),,1996,-28.605469
Asia Pacific (BP),,1997,19.276978
Asia Pacific (BP),,1998,99.10071
Asia Pacific (BP),,1999,-6.189331
Asia Pacific (BP),,2000,75.759155
Asia Pacific (BP),,2001,138.11719
Asia Pacific (BP),,2002,32.00122
Asia Pacific (BP),,2003,48.23816
Asia Pacific (BP),,2004,316.4756
Asia Pacific (BP),,2005,104.9187
Asia Pacific (BP),,2006,235.5957
Asia Pacific (BP),,2007,171.50806
Asia Pacific (BP),,2008,461.01904
Asia Pacific (BP),,2009,-12.774658
Asia Pacific (BP),,2010,468.12793
Asia Pacific (BP),,2011,174.26709
Asia Pacific (BP),,2012,521.94604
Asia Pacific (BP),,2013,480.63428
Asia Pacific (BP),,2014,614.3164
Asia Pacific (BP),,2015,307.11426
Asia Pacific (BP),,2016,467.2495
Asia Pacific (BP),,2017,575.3784
Asia Pacific (BP),,2018,683.18994
Asia Pacific (BP),,2019,595.854
Asia Pacific (BP),,2020,609.99316
Asia Pacific (BP),,2021,949.0303
Australia,AUS,1966,-1.0576191
Australia,AUS,1967,0.79017067
Australia,AUS,1968,0.9937763
Australia,AUS,1969,2.1661148
Australia,AUS,1970,4.331915
Australia,AUS,1971,3.959156
Australia,AUS,1972,0.18991089
Australia,AUS,1973,2.3512154
Australia,AUS,1974,4.9864273
Australia,AUS,1975,3.1895676
Australia,AUS,1976,-2.1862183
Australia,AUS,1977,-1.979065
Australia,AUS,1978,3.268921
Australia,AUS,1979,-1.2279167
Australia,AUS,1980,-2.4101944
Australia,AUS,1981,1.2426987
Australia,AUS,1982,-2.8833618
Australia,AUS,1983,-2.1835823
Australia,AUS,1984,2.995716
Australia,AUS,1985,2.4565315
Australia,AUS,1986,0.26496887
Australia,AUS,1987,-1.186367
Australia,AUS,1988,2.9641113
Australia,AUS,1989,0.013336182
Australia,AUS,1990,1.3345337
Australia,AUS,1991,2.5319672
Australia,AUS,1992,0.71326447
Australia,AUS,1993,1.3306503
Australia,AUS,1994,-0.597599
Australia,AUS,1995,-1.1073532
Australia,AUS,1996,1.3974037
Australia,AUS,1997,0.13029861
Australia,AUS,1998,-0.143013
Australia,AUS,1999,1.6860008
Australia,AUS,2000,0.055416107
Australia,AUS,2001,-1.149765
Australia,AUS,2002,1.8346024
Australia,AUS,2003,1.8881569
Australia,AUS,2004,2.0530396
Australia,AUS,2005,4.144966
Australia,AUS,2006,1.4304466
Australia,AUS,2007,-2.3705597
Australia,AUS,2008,-3.5075417
Australia,AUS,2009,2.7896118
Australia,AUS,2010,5.8951073
Australia,AUS,2011,23.586922
Australia,AUS,2012,-1.283104
Australia,AUS,2013,13.9253235
Australia,AUS,2014,-7.838379
Australia,AUS,2015,7.1486588
Australia,AUS,2016,14.841789
Australia,AUS,2017,-7.4342422
Australia,AUS,2018,26.543549
Australia,AUS,2019,14.535385
Australia,AUS,2020,22.84668
Australia,AUS,2021,33.553696
Austria,AUT,1966,3.6903229
Austria,AUT,1967,1.0852127
Austria,AUT,1968,1.440052
Austria,AUT,1969,-4.337902
Austria,AUT,1970,13.518471
Austria,AUT,1971,-13.21656
Austria,AUT,1972,1.3823929
Austria,AUT,1973,5.682148
Austria,AUT,1974,10.358334
Austria,AUT,1975,3.2024155
Austria,AUT,1976,-9.549885
Austria,AUT,1977,12.878277
Austria,AUT,1978,0.059143066
Austria,AUT,1979,9.3322525
Austria,AUT,1980,2.9957275
Austria,AUT,1981,5.1374664
Austria,AUT,1982,0.14489746
Austria,AUT,1983,-0.8575287
Austria,AUT,1984,-11.10862
Austria,AUT,1985,14.619186
Austria,AUT,1986,1.4794769
Austria,AUT,1987,12.040909
Austria,AUT,1988,0.20246887
Austria,AUT,1989,-0.47192383
Austria,AUT,1990,-10.371407
Austria,AUT,1991,0.080200195
Austria,AUT,1992,10.407219
Austria,AUT,1993,5.610077
Austria,AUT,1994,-3.462593
Austria,AUT,1995,6.1456375
Austria,AUT,1996,-9.276207
Austria,AUT,1997,6.0465775
Austria,AUT,1998,3.6255112
Austria,AUT,1999,9.715782
Austria,AUT,2000,3.2062836
Austria,AUT,2001,-4.070389
Austria,AUT,2002,-1.7985992
Austria,AUT,2003,-19.98217
Austria,AUT,2004,12.333473
Austria,AUT,2005,3.3514786
Austria,AUT,2006,1.4674911
Austria,AUT,2007,7.28788
Austria,AUT,2008,4.0083084
Austria,AUT,2009,8.02684
Austria,AUT,2010,-6.8484344
Austria,AUT,2011,-11.925606
Austria,AUT,2012,27.950539
Austria,AUT,2013,-3.7393188
Austria,AUT,2014,-0.3862152
Austria,AUT,2015,-6.458679
Austria,AUT,2016,7.4373474
Austria,AUT,2017,-1.5511627
Austria,AUT,2018,-3.1121826
Austria,AUT,2019,11.512863
Austria,AUT,2020,0.6708374
Austria,AUT,2021,1.2090149
Azerbaijan,AZE,1986,-1.5028336
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,-0.31363487
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,2.8379254
Azerbaijan,AZE,1991,0.29954338
Azerbaijan,AZE,1992,-0.035484314
Azerbaijan,AZE,1993,2.006909
Azerbaijan,AZE,1994,-1.7623658
Azerbaijan,AZE,1995,-0.810215
Azerbaijan,AZE,1996,-0.05618286
Azerbaijan,AZE,1997,0.5174732
Azerbaijan,AZE,1998,0.70672035
Azerbaijan,AZE,1999,-1.3158598
Azerbaijan,AZE,2000,0.08279562
Azerbaijan,AZE,2001,-0.7139597
Azerbaijan,AZE,2002,2.0739837
Azerbaijan,AZE,2003,1.2672606
Azerbaijan,AZE,2004,0.7756448
Azerbaijan,AZE,2005,0.67820597
Azerbaijan,AZE,2006,-1.4524279
Azerbaijan,AZE,2007,-0.4802332
Azerbaijan,AZE,2008,-0.41244602
Azerbaijan,AZE,2009,0.18050766
Azerbaijan,AZE,2010,3.1143084
Azerbaijan,AZE,2011,-2.1852584
Azerbaijan,AZE,2012,-2.3885431
Azerbaijan,AZE,2013,-0.71640587
Azerbaijan,AZE,2014,-0.46383882
Azerbaijan,AZE,2015,0.9118707
Azerbaijan,AZE,2016,0.95448446
Azerbaijan,AZE,2017,-0.6018667
Azerbaijan,AZE,2018,0.1818986
Azerbaijan,AZE,2019,-0.4274192
Azerbaijan,AZE,2020,-1.3269713
Azerbaijan,AZE,2021,0.52943635
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0.46129024
Bangladesh,BGD,1974,-0.26021492
Bangladesh,BGD,1975,0.5706988
Bangladesh,BGD,1976,0.17150557
Bangladesh,BGD,1977,-0.16854858
Bangladesh,BGD,1978,0.20403254
Bangladesh,BGD,1979,0.23951614
Bangladesh,BGD,1980,-0.011828065
Bangladesh,BGD,1981,0.12419355
Bangladesh,BGD,1982,-0.3016131
Bangladesh,BGD,1983,0.4110217
Bangladesh,BGD,1984,0.6948924
Bangladesh,BGD,1985,-0.46720433
Bangladesh,BGD,1986,-0.8545698
Bangladesh,BGD,1987,0.19811809
Bangladesh,BGD,1988,0.46720433
Bangladesh,BGD,1989,0.7244623
Bangladesh,BGD,1990,-0.10645151
Bangladesh,BGD,1991,-0.13602138
Bangladesh,BGD,1992,-0.12419367
Bangladesh,BGD,1993,-0.5559139
Bangladesh,BGD,1994,0.7067206
Bangladesh,BGD,1995,-1.4045701
Bangladesh,BGD,1996,1.0852151
Bangladesh,BGD,1997,-0.05913973
Bangladesh,BGD,1998,0.43172073
Bangladesh,BGD,1999,-0.09462404
Bangladesh,BGD,2000,-0.2483871
Bangladesh,BGD,2001,0.7024386
Bangladesh,BGD,2002,-0.7307248
Bangladesh,BGD,2003,-0.01169467
Bangladesh,BGD,2004,-0.010974646
Bangladesh,BGD,2005,-0.009410143
Bangladesh,BGD,2006,-0.003294468
Bangladesh,BGD,2007,-0.0032644272
Bangladesh,BGD,2008,0.5725465
Bangladesh,BGD,2009,-1.4683046
Bangladesh,BGD,2010,0.9148083
Bangladesh,BGD,2011,0.42338085
Bangladesh,BGD,2012,-0.18381572
Bangladesh,BGD,2013,-0.038419962
Bangladesh,BGD,2014,-0.3482299
Bangladesh,BGD,2015,0.9553635
Bangladesh,BGD,2016,0.0046663284
Bangladesh,BGD,2017,0.45691657
Bangladesh,BGD,2018,-0.39682698
Bangladesh,BGD,2019,0.015587568
Bangladesh,BGD,2020,-0.16782808
Bangladesh,BGD,2021,0.098772764
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,-0.005913891
Belarus,BLR,1992,-0.0029569454
Belarus,BLR,1993,0.005913891
Belarus,BLR,1994,0
Belarus,BLR,1995,0.0029569454
Belarus,BLR,1996,-0.011827778
Belarus,BLR,1997,0.0147847235
Belarus,BLR,1998,0.020699162
Belarus,BLR,1999,-0.026613053
Belarus,BLR,2000,0.023655836
Belarus,BLR,2001,0.008295
Belarus,BLR,2002,-0.0034874976
Belarus,BLR,2003,-0.003442511
Belarus,BLR,2004,0.016807504
Belarus,BLR,2005,0.007932775
Belarus,BLR,2006,0.002867505
Belarus,BLR,2007,0.03767944
Belarus,BLR,2008,0.07124972
Belarus,BLR,2009,0.10226916
Belarus,BLR,2010,0.075811684
Belarus,BLR,2011,0.034329474
Belarus,BLR,2012,0.086972475
Belarus,BLR,2013,0.14363974
Belarus,BLR,2014,-0.05097252
Belarus,BLR,2015,0.11847252
Belarus,BLR,2016,0.21697026
Belarus,BLR,2017,0.9686241
Belarus,BLR,2018,-0.13456893
Belarus,BLR,2019,0.4064908
Belarus,BLR,2020,0.6525798
Belarus,BLR,2021,0.14093232
Belgium,BEL,1966,0.079838574
Belgium,BEL,1967,-0.18037635
Belgium,BEL,1968,0.017741978
Belgium,BEL,1969,-0.04139781
Belgium,BEL,1970,0.04731196
Belgium,BEL,1971,-0.33118278
Belgium,BEL,1972,0.13602138
Belgium,BEL,1973,0.34368306
Belgium,BEL,1974,0.1784944
Belgium,BEL,1975,-0.2483533
Belgium,BEL,1976,-0.30181468
Belgium,BEL,1977,0.94657236
Belgium,BEL,1978,0.038541794
Belgium,BEL,1979,0.20809829
Belgium,BEL,1980,0.08222437
Belgium,BEL,1981,0.2758398
Belgium,BEL,1982,-0.9240253
Belgium,BEL,1983,-0.06774187
Belgium,BEL,1984,0.05073905
Belgium,BEL,1985,-0.09667325
Belgium,BEL,1986,0.3762766
Belgium,BEL,1987,0.34547186
Belgium,BEL,1988,-0.07976878
Belgium,BEL,1989,-0.12753534
Belgium,BEL,1990,0.17516804
Belgium,BEL,1991,-0.052168727
Belgium,BEL,1992,0.23197663
Belgium,BEL,1993,-0.33043122
Belgium,BEL,1994,0.27498758
Belgium,BEL,1995,0.21895158
Belgium,BEL,1996,-0.31803167
Belgium,BEL,1997,0.07066512
Belgium,BEL,1998,0.52539265
Belgium,BEL,1999,0.3013103
Belgium,BEL,2000,0.59059143
Belgium,BEL,2001,0.089309454
Belgium,BEL,2002,0.20872498
Belgium,BEL,2003,0.18852735
Belgium,BEL,2004,0.92862177
Belgium,BEL,2005,1.9172416
Belgium,BEL,2006,2.6181436
Belgium,BEL,2007,1.6337423
Belgium,BEL,2008,2.8819914
Belgium,BEL,2009,4.6053305
Belgium,BEL,2010,5.6746464
Belgium,BEL,2011,5.270441
Belgium,BEL,2012,5.8214417
Belgium,BEL,2013,3.2654305
Belgium,BEL,2014,1.7256737
Belgium,BEL,2015,4.6427307
Belgium,BEL,2016,1.2988243
Belgium,BEL,2017,4.5630913
Belgium,BEL,2018,3.2771492
Belgium,BEL,2019,5.80748
Belgium,BEL,2020,12.342686
Belgium,BEL,2021,-1.2813187
Brazil,BRA,1966,7.0701523
Brazil,BRA,1967,3.7938156
Brazil,BRA,1968,4.0244675
Brazil,BRA,1969,6.33387
Brazil,BRA,1970,23.806786
Brazil,BRA,1971,10.861458
Brazil,BRA,1972,23.240417
Brazil,BRA,1973,20.917007
Brazil,BRA,1974,22.402695
Brazil,BRA,1975,19.627762
Brazil,BRA,1976,31.474014
Brazil,BRA,1977,34.952423
Brazil,BRA,1978,33.469208
Brazil,BRA,1979,46.847412
Brazil,BRA,1980,39.20407
Brazil,BRA,1981,4.5457153
Brazil,BRA,1982,38.733154
Brazil,BRA,1983,41.813263
Brazil,BRA,1984,53.197968
Brazil,BRA,1985,44.737427
Brazil,BRA,1986,28.042603
Brazil,BRA,1987,11.787048
Brazil,BRA,1988,43.106873
Brazil,BRA,1989,22.369568
Brazil,BRA,1990,-0.16009521
Brazil,BRA,1991,36.089478
Brazil,BRA,1992,17.885742
Brazil,BRA,1993,37.809875
Brazil,BRA,1994,28.707642
Brazil,BRA,1995,36.40442
Brazil,BRA,1996,42.06781
Brazil,BRA,1997,38.23474
Brazil,BRA,1998,35.879883
Brazil,BRA,1999,7.479553
Brazil,BRA,2000,20.6781
Brazil,BRA,2001,-116.43115
Brazil,BRA,2002,59.963867
Brazil,BRA,2003,53.200012
Brazil,BRA,2004,47.443665
Brazil,BRA,2005,51.473877
Brazil,BRA,2006,25.343994
Brazil,BRA,2007,105.02527
Brazil,BRA,2008,22.172241
Brazil,BRA,2009,76.565796
Brazil,BRA,2010,69.1626
Brazil,BRA,2011,52.046143
Brazil,BRA,2012,-34.13037
Brazil,BRA,2013,-28.47168
Brazil,BRA,2014,-2.4151611
Brazil,BRA,2015,24.418945
Brazil,BRA,2016,67.77075
Brazil,BRA,2017,7.2215576
Brazil,BRA,2018,101.50391
Brazil,BRA,2019,75.063354
Brazil,BRA,2020,-0.6236572
Brazil,BRA,2021,-35.911865
Bulgaria,BGR,1966,0.029569626
Bulgaria,BGR,1967,0.035484314
Bulgaria,BGR,1968,-2.1201618
Bulgaria,BGR,1969,1.5790327
Bulgaria,BGR,1970,0.9255376
Bulgaria,BGR,1971,0.053225517
Bulgaria,BGR,1972,-0.2217741
Bulgaria,BGR,1973,1.4045696
Bulgaria,BGR,1974,-1.4489245
Bulgaria,BGR,1975,1.1029568
Bulgaria,BGR,1976,1.481451
Bulgaria,BGR,1977,1.7002697
Bulgaria,BGR,1978,-1.833334
Bulgaria,BGR,1979,1.1887102
Bulgaria,BGR,1980,1.1887093
Bulgaria,BGR,1981,-0.28091335
Bulgaria,BGR,1982,-1.6795702
Bulgaria,BGR,1983,0.8959675
Bulgaria,BGR,1984,-0.27499962
Bulgaria,BGR,1985,-3.025
Bulgaria,BGR,1986,0.26317215
Bulgaria,BGR,1987,0.62392426
Bulgaria,BGR,1988,0.1744628
Bulgaria,BGR,1989,0.28091383
Bulgaria,BGR,1990,-2.4040318
Bulgaria,BGR,1991,1.6647844
Bulgaria,BGR,1992,-1.1177416
Bulgaria,BGR,1993,-0.3577962
Bulgaria,BGR,1994,-1.4016123
Bulgaria,BGR,1995,2.5016127
Bulgaria,BGR,1996,1.7889786
Bulgaria,BGR,1997,-0.4879036
Bulgaria,BGR,1998,1.0142479
Bulgaria,BGR,1999,-1.0172052
Bulgaria,BGR,2000,-0.23655844
Bulgaria,BGR,2001,-2.8010945
Bulgaria,BGR,2002,1.3009853
Bulgaria,BGR,2003,2.3805523
Bulgaria,BGR,2004,0.3474865
Bulgaria,BGR,2005,3.3009672
Bulgaria,BGR,2006,-0.3171959
Bulgaria,BGR,2007,-3.8562527
Bulgaria,BGR,2008,0.070025444
Bulgaria,BGR,2009,2.0569935
Bulgaria,BGR,2010,5.6931324
Bulgaria,BGR,2011,-5.2000465
Bulgaria,BGR,2012,3.756422
Bulgaria,BGR,2013,4.294327
Bulgaria,BGR,2014,1.1836319
Bulgaria,BGR,2015,3.6280117
Bulgaria,BGR,2016,-4.5351353
Bulgaria,BGR,2017,-2.6799393
Bulgaria,BGR,2018,9.150778
Bulgaria,BGR,2019,-4.773548
Bulgaria,BGR,2020,-0.1755867
Bulgaria,BGR,2021,4.2679367
CIS (BP),,1966,30.720154
CIS (BP),,1967,-9.61615
CIS (BP),,1968,45.7417
CIS (BP),,1969,32.943817
CIS (BP),,1970,27.192444
CIS (BP),,1971,5.0919495
CIS (BP),,1972,-9.462372
CIS (BP),,1973,-1.6381836
CIS (BP),,1974,28.638458
CIS (BP),,1975,-17.86908
CIS (BP),,1976,28.824738
CIS (BP),,1977,33.351868
CIS (BP),,1978,67.085205
CIS (BP),,1979,6.86615
CIS (BP),,1980,35.232483
CIS (BP),,1981,8.297363
CIS (BP),,1982,-35.682007
CIS (BP),,1983,16.810486
CIS (BP),,1984,66.90485
CIS (BP),,1985,-26.305054
CIS (BP),,1986,3.2800903
CIS (BP),,1987,5.253357
CIS (BP),,1988,23.48346
CIS (BP),,1989,-17.040833
CIS (BP),,1990,35.923523
CIS (BP),,1991,0.649292
CIS (BP),,1992,13.424805
CIS (BP),,1993,19.443298
CIS (BP),,1994,11.093811
CIS (BP),,1995,-17.791748
CIS (BP),,1996,-63.578613
CIS (BP),,1997,-2.8449097
CIS (BP),,1998,1.434021
CIS (BP),,1999,14.271118
CIS (BP),,2000,15.634766
CIS (BP),,2001,22.175537
CIS (BP),,2002,-33.08557
CIS (BP),,2003,-7.998657
CIS (BP),,2004,54.270935
CIS (BP),,2005,-10.610718
CIS (BP),,2006,-8.171143
CIS (BP),,2007,11.278931
CIS (BP),,2008,-59.326233
CIS (BP),,2009,26.413513
CIS (BP),,2010,-7.523987
CIS (BP),,2011,-14.932617
CIS (BP),,2012,-2.8631592
CIS (BP),,2013,41.26538
CIS (BP),,2014,-25.213318
CIS (BP),,2015,-17.98639
CIS (BP),,2016,52.68329
CIS (BP),,2017,9.470764
CIS (BP),,2018,8.047485
CIS (BP),,2019,12.441711
CIS (BP),,2020,44.53778
CIS (BP),,2021,13.710876
